Drug_Protein Pair,Max DDT,Sum DDT,Max DDDT,Sum DDDT,Max DTTT,Sum DTTT,Max DTDT,Sum DTDT,degree of starting node,degree of ending node,max deg DDT,max deg DDDT,max deg DTTT,max deg DTDT,drug_centrality,target_centrality,betweenness_cen drug,betweenness_cen target,Label
"('AMSACRINE', 'TOP2A')",0.407391242,0.423454979,0.393721492,0.476692186,0,0,0,0,0.627388535,0.5,0.794759825,0.859281437,0,0,0.556172418,0.689366785,0.000121681,0.192665955,1
"('MITOXANTRONE', 'TOP2A')",0.656088429,0.845190641,0.621400861,0.778085783,0,0,0,0,0.920382166,0.5,0.9286754,0.951097804,0,0,0.757722486,0.689366785,0.012928631,0.192665955,1
"('MITOXANTRONE', 'DNMT1')",0.478959973,0.312658802,0.438706604,0.325151759,0,0,0,0,0.920382166,0.171875,0.85007278,0.897205589,0,0,0.757722486,0.66947063,0.012928631,0.028618966,1
"('MITOXANTRONE', 'NSD2')",0,0,0,0,0,0,0,0,0.920382166,0.03125,0,0,0,0,0.757722486,0.743317229,0.012928631,0.003324535,1
"('LOMEFLOXACIN', 'TOP2A')",0.786142571,0.961876765,0.789392617,0.901349424,0,0,0,0,1,0.5,0.965065502,0.973053892,0,0,0.610171425,0.689366785,7.09E-05,0.192665955,1
"('PEFLOXACIN', 'TOP2A')",0.71952032,0.919089802,0.729559506,0.858979993,0,0,0,0,0.961783439,0.5,0.947598253,0.964071856,0,0,0.603851485,0.689366785,4.82E-05,0.192665955,1
"('NORFLOXACIN', 'TOP2A')",0.829817158,0.977724811,0.835101787,0.897348693,0,0,0,0,0.987261146,0.5,0.959243086,0.972055888,0,0,0.60416655,0.689366785,4.05E-05,0.192665955,1
"('PODOFILOX', 'TOP2A')",0.701535147,0.662458016,0.680974702,0.4819301,0,0,0,0,0.582802548,0.5,0.774381368,0.845309381,0,0,0.554371818,0.689366785,0.000210177,0.192665955,1
"('CIPROFLOXACIN', 'TOP2A')",0.880572372,0.968033103,0.816862556,0.853550372,0,0,0,0,0.926751592,0.5,0.931586608,0.953093812,0,0,0.596006582,0.689366785,3.55E-05,0.192665955,1
"('IDARUBICIN', 'TOP2A')",0.740600794,0.885953244,0.750564165,0.750791527,0,0,0,0,0.850318471,0.5,0.896652111,0.929141717,0,0,0.59413283,0.689366785,5.57E-05,0.192665955,1
"('OFLOXACIN', 'TOP2A')",0.793705098,0.972398204,0.735549298,0.878719177,0,0,0,0,0.923566879,0.5,0.930131004,0.952095808,0,0,0.598197029,0.689366785,2.03E-05,0.192665955,1
"('ETOPOSIDE PHOSPHATE', 'TOP2A')",0.645307726,0.72300685,0.645133929,0.553163415,0,0,0,0,0.646496815,0.5,0.80349345,0.865269461,0,0,0.566438053,0.689366785,0.018734359,0.192665955,1
"('HYDROQUINONE', 'TOP2A')",0,0,0.211000498,0.025335912,0,0,0,0,0.066878981,0.5,0,0.580838323,0,0,0.433335591,0.689366785,0.003871115,0.192665955,1
"('DACTINOMYCIN', 'TOP2A')",0.683239286,0.927076415,0.632238336,0.951453891,0,0,0,0,0.955414013,0.5,0.944687045,0.962075848,0,0,0.605427784,0.689366785,0.00011967,0.192665955,1
"('FLUOROURACIL', 'TOP2A')",0.381390762,0.402868146,0.399344287,0.352239982,0.015397962,0.003716747,0.0396,0.012413396,0.484076433,0.5,0.729257642,0.814371257,0.349943375,0.762446657,0.920752324,0.689366785,0.621152873,0.192665955,1
"('FLUOROURACIL', 'RBX1')",0.424663128,0.123220615,0.360676236,0.093762575,0.001710885,0.000412972,0.036288,0.008978715,0.484076433,0.109375,0.64628821,0.759481038,0.349943375,0.72688478,0.920752324,0.673082531,0.621152873,0.01300525,1
"('FLUOROURACIL', 'HLAG')",0.250464136,0.07003944,0.227330432,0.045822764,0.010361556,0.003193535,0.00053,0.000134544,0.484076433,0.046875,0.656477438,0.764471058,0.611551529,0.733997155,0.920752324,0.719563522,0.621152873,0,1
"('FLUOROURACIL', 'CBR1')",0,0,0.096639032,0.017213256,0.037301603,0.0096963,0.003024,0.001096075,0.484076433,0.0625,0,0.756487026,0.612684032,0.677098151,0.920752324,0.721588244,0.621152873,0,1
"('FLUOROURACIL', 'MET')",0.356569798,0.217368295,0.355143442,0.137227861,0.051638642,0.019364899,0.002862,0.00186448,0.484076433,0.484375,0.704512373,0.79740519,0.825594564,0.780938834,0.920752324,0.821352314,0.621152873,0.871972747,1
"('FLUOROURACIL', 'P85B')",0.093362149,0.034838529,0.102261821,0.028507637,0.002563088,0.000959593,0.01134,0.002983402,0.484076433,0.140625,0.679767103,0.780439122,0.800679502,0.756756757,0.920752324,0.769461577,0.621152873,0.028586688,1
"('FLUOROURACIL', 'ATM')",0.209386563,0.087071414,0.332587033,0.098459546,0,0,0.00045,0.000403437,0.484076433,0.390625,0.70014556,0.794411178,0,0.776671408,0.920752324,0.670442992,0.621152873,0.231744574,1
"('FLUOROURACIL', 'GNAS1')",0.021581241,0.003520386,0.116867467,0.014945782,0.031202983,0.007531749,4.80E-05,1.02E-05,0.484076433,0.109375,0.480349345,0.719560878,0.312570781,0.280227596,0.920752324,0.776320216,0.621152873,0.060170666,1
"('FLUOROURACIL', 'IBP3')",0,0,0.135305951,0.000198288,0.004254953,0.001027057,0,0,0.484076433,0.046875,0,0.447105788,0.312570781,0,0.920752324,0.653084323,0.621152873,0.006166709,1
"('FLUOROURACIL', 'ERBB2')",0.461653016,0.341897656,0.399806101,0.288937119,0.023067786,0.005937873,0.00954,0.004004296,0.484076433,1,0.759825328,0.838323353,0.825594564,0.780938834,0.920752324,0.773588067,0.621152873,0.630828145,1
"('DIGITOXIN', 'TOP2A')",0.596497312,0.717203716,0.523463933,0.558869053,0,0,0,0,0.636942675,0.5,0.799126638,0.862275449,0,0,0.567045227,0.689366785,0.000729082,0.192665955,1
"('PACLITAXEL', 'TOP2A')",0.665857465,0.736751464,0.630164905,0.649664087,0,0,0.000528,0.000148018,0.780254777,0.5,0.864628821,0.907185629,0,0.894736842,1,0.689366785,0.194828719,0.192665955,1
"('PACLITAXEL', 'NRG1')",0.459228731,0.149674828,0.473055146,0.145852294,0.011759378,0.003739191,0.03,0.011718024,0.780254777,0.328125,0.848617176,0.896207585,0.919592299,0.899004267,1,0.819456773,0.194828719,0.069557667,1
"('PACLITAXEL', 'MET')",0.301265823,0.147239371,0.297385366,0.196793502,0.010799897,0.005612985,0.005082,0.004444444,0.780254777,0.484375,0.839883552,0.890219561,0.930917327,0.913229018,1,0.821352314,0.194828719,0.871972747,1
"('PACLITAXEL', 'JAK2')",0.085901353,0.026450103,0.204094415,0.085685646,0,0,4.50E-05,1.68E-05,0.780254777,0.1875,0.813682678,0.872255489,0,0.874822191,1,0.687518618,0.194828719,0.077937019,1
"('PACLITAXEL', 'ATM')",0.069416088,0.046013906,0.337811445,0.141584505,0,0,0.000576,0.000359891,0.780254777,0.390625,0.835516739,0.887225549,0,0.908961593,1,0.670442992,0.194828719,0.231744574,1
"('PACLITAXEL', 'TLE3')",0.335776149,0.05477265,0.153081155,0.023142494,0,0,0.00042,8.20E-05,0.780254777,0.046875,0.711790393,0.80239521,0,0.788051209,1,0.740574361,0.194828719,0,1
"('PACLITAXEL', 'ERBB2')",0.459228731,0.425719193,0.473055146,0.436484193,0.019598963,0.005100571,0.05,0.020982621,0.780254777,1,0.899563319,0.931137725,0.930917327,0.913229018,1,0.773588067,0.194828719,0.630828145,1
"('IDARUBICIN HYDROCHLORIDE', 'TOP2A')",0.73381031,0.885332292,0.744720355,0.75078752,0,0,0,0,0.847133758,0.5,0.895196507,0.928143713,0,0,0.592574025,0.689366785,0.002013685,0.192665955,1
"('VINCRISTINE', 'TOP2A')",0.699216395,0.987449373,0.705464917,1,0,0,4.00E-05,7.81E-06,1,0.5,0.965065502,0.973053892,0,0.876244666,0.819595584,0.689366785,0.001165194,0.192665955,1
"('VINCRISTINE', 'NRG1')",0.671180454,0.229048136,0.67107823,0.23560756,0,0,1.00E-05,1.95E-06,1,0.328125,0.925764192,0.949101796,0,0.876244666,0.819595584,0.819456773,0.001165194,0.069557667,1
"('DOXORUBICIN HYDROCHLORIDE', 'TOP2A')",0.770190765,0.918805337,0.747633212,0.809467064,0,0,0,0,0.882165605,0.5,0.911208151,0.939121756,0,0,0.731780272,0.689366785,0.019704511,0.192665955,1
"('DOXORUBICIN HYDROCHLORIDE', 'STAT6')",0.111669846,0.018215866,0.103948593,0.018438244,0,0,0,0,0.882165605,0.03125,0.829694323,0.883233533,0,0,0.731780272,0.74837873,0.019704511,0,1
"('MITOXANTRONE HYDROCHLORIDE', 'TOP2A')",0.651985434,0.856847768,0.625311385,0.775582952,0,0,0,0,0.888535032,0.5,0.91411936,0.941117764,0,0,0.592262549,0.689366785,0.004625328,0.192665955,1
"('DAUNORUBICIN HYDROCHLORIDE', 'TOP2A')",0.763162722,0.897359085,0.738009273,0.759378686,0,0,0,0,0.837579618,0.5,0.890829694,0.925149701,0,0,0.591328714,0.689366785,0.005907045,0.192665955,1
"('DEOXYCHOLIC ACID', 'PCNA')",0.478711163,0.182535443,0.366534017,0.111580807,0,0,0,0,0.566878981,0.09375,0.68558952,0.784431138,0,0,0.578038126,0.700987091,0.000818583,0,1
"('LIOTHYRONINE', 'PCNA')",0.452079566,0.132962466,0.406952327,0.109440696,0,0,0,0,0.573248408,0.09375,0.669577875,0.786427146,0,0,0.586362808,0.700987091,0.000222244,0,1
"('CAPSAICIN', 'PCNA')",0.478711163,0.211300375,0.406952327,0.155255013,0,0,0,0,0.863057325,0.09375,0.820960699,0.877245509,0,0,0.624857891,0.700987091,0.000260458,0,1
"('PENTOXIFYLLINE', 'PCNA')",0.450070323,0.129254584,0.36836202,0.157562926,0,0,0,0,0.904458599,0.09375,0.820960699,0.877245509,0,0,0.626145007,0.700987091,5.32E-05,0,1
"('HYDRALAZINE', 'RAB9A')",0.01031765,0.005477293,0.0091859,0.001674002,0,0,0,0,0.251592357,0.125,0.509461426,0.658682635,0,0,0.663520131,0.717773285,0.004290966,0.045345641,1
"('HYDRALAZINE', 'P4HA1')",0,0,0,0,0,0,0,0,0.251592357,0.03125,0,0,0,0,0.663520131,0.719563522,0.004290966,0,1
"('GEMCITABINE', 'RPB1')",0,0,0,0,0.012087621,0.003262602,0,0,0.847133758,0.046875,0,0,0.922989807,0,0.925817511,0.763732627,0.044728829,0,1
"('GEMCITABINE', 'NRG1')",0.625097672,0.184340578,0.592497641,0.185093888,0.04633588,0.017723692,0.01,0.003977153,0.847133758,0.328125,0.879184862,0.917165669,0.943374858,0.928876245,0.925817511,0.819456773,0.044728829,0.069557667,1
"('GEMCITABINE', 'HLAC')",0.530440024,0.364385199,0.487669987,0.331832352,0.011585555,0.002796511,0.000432,8.90E-05,0.847133758,0.203125,0.831149927,0.884231537,0.740656852,0.530583215,0.925817511,0.834267125,0.044728829,0.033215904,1
"('GEMCITABINE', 'ERBB2')",0.625097672,0.595621131,0.592497641,0.594750706,0.032864283,0.013609688,0.06,0.022906854,0.847133758,1,0.930131004,0.952095808,0.943374858,0.928876245,0.925817511,0.773588067,0.044728829,0.630828145,1
"('LUCINACTANT', 'PPT1')",0,0,0.141066763,0.003893195,0,0,0,0,0.52866242,0.046875,0,0.595808383,0,0,0.533604307,0.659051971,0.000203137,0,1
"('LAMOTRIGINE', 'PPT1')",0,0,0.204444585,0.005642311,0,0,0,0,0.350318471,0.046875,0,0.595808383,0,0,0.727871118,0.659051971,9.37E-05,0,1
"('LAMOTRIGINE', 'HLAC')",0.341936545,0.086593425,0.304751624,0.105573032,0,0,0,0,0.350318471,0.203125,0.604075691,0.728542914,0,0,0.727871118,0.834267125,9.37E-05,0.033215904,1
"('PYRANTEL PAMOATE', 'GALK1')",0,0,0.024022741,0.000777762,0,0,0,0,0.926751592,0.0625,0,0.629740519,0,0,0.740000041,0.777628031,8.02E-05,0.003966489,1
"('HEXACHLOROPHENE', 'GALK1')",0,0,0.218388554,0.007070562,0,0,0,0,0.140127389,0.0625,0,0.629740519,0,0,0.609854495,0.777628031,0.000587288,0.003966489,1
"('FOSTAMATINIB', 'SLK')",0.017808817,0.008745071,0.015480483,0.008314113,0.008944407,0.006452384,0.000624,0.000191564,0.910828025,0.078125,0.841339156,0.891217565,0.737259343,0.832147937,0.991477304,0.723624393,0.855880888,0.884228596,1
"('FOSTAMATINIB', 'BMPR2')",0,0,0,0,0.015293856,0.009536159,0,0,0.910828025,0.015625,0,0,0.732729332,0,0.991477304,0.709717096,0.855880888,0,1
"('FOSTAMATINIB', 'DDR1')",0.481630133,0.152806228,0.419527877,0.141931538,0.029058326,0.017901876,0.0008,0.000156219,0.910828025,0.0625,0.800582242,0.863273453,0.881087203,0.790896159,0.991477304,0.802503477,0.855880888,0,1
"('FOSTAMATINIB', 'ACVR1')",0.028193326,0.006975641,0.0258303,0.006987137,0.028769595,0.020935116,0.0013,0.000522945,0.910828025,0.0625,0.839883552,0.890219561,0.881087203,0.830725462,0.991477304,0.803621169,0.855880888,0,1
"('FOSTAMATINIB', 'GSK3A')",0,0,0.107153829,0.000419739,0.049800803,0.034608862,0,0,0.910828025,0.046875,0,0.543912176,0.734994337,0,0.991477304,0.712125886,0.855880888,0.006193605,1
"('FOSTAMATINIB', 'UFO')",0.577106302,0.104143089,0.472407275,0.10660355,0.014601447,0.010479843,0.00104,0.000403242,0.910828025,0.09375,0.863173217,0.906187625,0.738391846,0.833570413,0.991477304,0.722265686,0.855880888,0.107705949,1
"('FOSTAMATINIB', 'EPHB2')",0.146605293,0.023914624,0.134317556,0.022338871,0.027801206,0.015214246,0.00026,0.000121851,0.910828025,0.03125,0.825327511,0.880239521,0.733861835,0.816500711,0.991477304,0.714219403,0.855880888,0,1
"('FOSTAMATINIB', 'EPHA2')",0.271971067,0.07190626,0.240776984,0.072430405,0.036601044,0.030612552,0.017472,0.003884007,0.910828025,0.09375,0.84279476,0.892215569,0.881087203,0.833570413,0.991477304,0.80628821,0.855880888,0,1
"('FOSTAMATINIB', 'IRAK1')",0.02374509,0.009596142,0.020640645,0.00881271,0.06777671,0.016359883,0.004,0.000792814,0.910828025,0.078125,0.838427948,0.889221557,0.560588901,0.829302987,0.991477304,0.705810397,0.855880888,0.643424566,1
"('FOSTAMATINIB', 'COQ8B')",0,0,0,0,0.003567196,0.000861047,0,0,0.910828025,0.015625,0,0,0.560588901,0,0.991477304,0.674360848,0.855880888,0,1
"('FOSTAMATINIB', 'RIPK1')",0.230298081,0.037566802,0.198821795,0.036892531,0.055057378,0.026867098,0,0,0.910828025,0.046875,0.794759825,0.859281437,0.877689694,0,0.991477304,0.747772558,0.855880888,0.003539713,1
"('FOSTAMATINIB', 'TBK1')",0.186329114,0.030394474,0.133299718,0.025686153,0.056153484,0.038082419,0,0,0.910828025,0.0625,0.804949054,0.866267465,0.877689694,0,0.991477304,0.751424384,0.855880888,0.164150229,1
"('FOSTAMATINIB', 'NEK9')",0,0,0,0,0.022960237,0.010857682,0,0,0.910828025,0.03125,0,0,0.876557191,0,0.991477304,0.741526105,0.855880888,0.003077079,1
"('FOSTAMATINIB', 'SIK3')",0.438002503,0.090461473,0.410780029,0.09573981,0.067114538,0.028152739,0.002688,0.000609256,0.910828025,0.046875,0.851528384,0.898203593,0.877689694,0.829302987,0.991477304,0.751057598,0.855880888,0,1
"('FOSTAMATINIB', 'STK3')",0,0,0,0,0.06163401,0.03648984,0,0,0.910828025,0.015625,0,0,0.875424689,0,0.991477304,0.741049927,0.855880888,0,1
"('FOSTAMATINIB', 'MARK1')",0,0,0,0,0.013348565,0.007310686,0,0,0.910828025,0.015625,0,0,0.365798414,0,0.991477304,0.637392985,0.855880888,0,1
"('FOSTAMATINIB', 'MARK2')",0,0,0.04520643,0.002226297,0.067866812,0.020906779,0,0,0.910828025,0.03125,0,0.654690619,0.366930917,0,0.991477304,0.640577296,0.855880888,0.011612557,1
"('FOSTAMATINIB', 'MARK3')",0,0,0,0,0.086765675,0.025881127,0,0,0.910828025,0.015625,0,0,0.365798414,0,0.991477304,0.637392985,0.855880888,0,1
"('FOSTAMATINIB', 'CDK1')",0.043881856,0.012409171,0.035090881,0.010084895,0,0,0,0,0.910828025,0.109375,0.791848617,0.857285429,0,0,0.991477304,0.671222917,0.855880888,0.078945992,1
"('SORAFENIB', 'HMOX1')",0.137098344,0.022363827,0.126999539,0.023773249,0.032608929,0.017140986,0.000198,5.16E-05,0.77388535,0.046875,0.772925764,0.844311377,0.714609287,0.847795164,0.984346649,0.722039732,1,0,1
"('SORAFENIB', 'SLK')",0.015831699,0.007298618,0.015006164,0.006133125,0.025172078,0.008455575,0.000448,0.000135911,0.77388535,0.078125,0.781659389,0.850299401,0.716874292,0.852062589,0.984346649,0.723624393,1,0.884228596,1
"('SORAFENIB', 'UFO')",0.493346316,0.088559075,0.419416683,0.083528619,0.041092578,0.013696528,0.000448,0.000143527,0.77388535,0.09375,0.800582242,0.863273453,0.718006795,0.852062589,0.984346649,0.722265686,1,0.107705949,1
"('SORAFENIB', 'EPHA2')",0.258420126,0.047836385,0.230441771,0.058616454,0.10300563,0.032414499,0.000756,0.000428627,0.77388535,0.09375,0.783114993,0.851297405,0.900339751,0.843527738,0.984346649,0.80628821,1,0,1
"('SORAFENIB', 'FGFR1')",0.166144605,0.138857397,0.126519852,0.12552853,0.092391964,0.027230387,0.0006,0.00055497,0.77388535,0.421875,0.831149927,0.884231537,0.741789354,0.893314367,0.984346649,0.732582129,1,1,1
"('SORAFENIB', 'MET')",0.471649038,0.285978408,0.429113535,0.225604929,0.108312464,0.03745938,0.0036,0.002307752,0.77388535,0.484375,0.836972344,0.888223553,0.928652322,0.910384068,0.984346649,0.821352314,1,0.871972747,1
"('SORAFENIB', 'IRAK1')",0.021108932,0.008016148,0.020008219,0.006668951,0,0,4.80E-05,4.22E-05,0.77388535,0.078125,0.781659389,0.850299401,0,0.850640114,0.984346649,0.705810397,1,0.643424566,1
"('SORAFENIB', 'NF1')",0.263904872,0.225133487,0.225776087,0.179850812,0,0,0.000774,0.000543058,0.77388535,0.265625,0.835516739,0.887225549,0,0.879089616,0.984346649,0.668114054,1,0.026768416,1
"('SORAFENIB', 'SRPK1')",0,0,0,0,0,0,0,0,0.77388535,0.03125,0,0,0,0,0.984346649,0.743676494,1,0.062750136,1
"('SORAFENIB', 'ERBB2')",0.601724455,0.55977541,0.51444747,0.484908946,0.009166985,0.00258251,0.001694,0.001580746,0.77388535,1,0.896652111,0.929141717,0.928652322,0.910384068,0.984346649,0.773588067,1,0.630828145,1
"('GEFITINIB', 'SLK')",0.021032133,0.008128165,0.019303988,0.006806058,0.005537854,0.001970372,0.011928,0.002379223,0.898089172,0.078125,0.838427948,0.889221557,0.761041903,0.907539118,0.976816327,0.723624393,0.060946154,0.884228596,1
"('GEFITINIB', 'UFO')",0.692871419,0.123398595,0.595945881,0.11217276,0.009040362,0.003056193,0.011928,0.002358328,0.898089172,0.09375,0.857350801,0.902195609,0.762174405,0.899004267,0.976816327,0.722265686,0.060946154,0.107705949,1
"('GEFITINIB', 'FGFR1')",0.209822785,0.17273738,0.202009412,0.170249228,0.020326221,0.00640715,0.005964,0.002217731,0.898089172,0.421875,0.887918486,0.923153693,0.785956965,0.948790896,0.976816327,0.732582129,0.060946154,1,1
"('GEFITINIB', 'MET')",0.684614013,0.324610545,0.592823394,0.294263538,0.007659957,0.005243834,0.00847,0.006445226,0.898089172,0.484375,0.893740902,0.927145709,0.972819932,0.965860597,0.976816327,0.821352314,0.060946154,0.871972747,1
"('GEFITINIB', 'IRAK1')",0.021085487,0.007958704,0.020946105,0.007313148,0,0,3.60E-05,2.75E-05,0.898089172,0.078125,0.838427948,0.889221557,0,0.850640114,0.976816327,0.705810397,0.060946154,0.643424566,1
"('GEFITINIB', 'CRKL')",0.436853068,0.071260572,0.403631122,0.068243771,0,0,0.000426,0.00027729,0.898089172,0.03125,0.831149927,0.884231537,0,0.857752489,0.976816327,0.746925565,0.060946154,0,1
"('GEFITINIB', 'ERBB2')",0.831286605,0.737158232,0.699427689,0.645422966,0.009191949,0.002218745,0.010164,0.00600332,0.898089172,1,0.95342067,0.968063872,0.972819932,0.965860597,0.976816327,0.773588067,0.060946154,0.630828145,1
"('IMATINIB', 'DDR1')",0.657339551,0.114651033,0.505159571,0.074759291,0.002998536,0.001006956,0.0084,0.001655927,0.818471338,0.0625,0.800582242,0.863273453,0.876557191,0.790896159,0.833564535,0.802503477,0.03921225,0,1
"('IMATINIB', 'MET')",0.553733261,0.287977664,0.482851955,0.264751005,0.299853597,0.100695578,0.000864,0.0004339,0.818471338,0.484375,0.857350801,0.902195609,0.876557191,0.843527738,0.833564535,0.821352314,0.03921225,0.871972747,1
"('IMATINIB', 'IRAK1')",0.021085487,0.006977391,0.020946105,0.006783407,0.001124205,0.00027136,0.002,0.000402851,0.818471338,0.078125,0.802037846,0.864271457,0.540203851,0.823613087,0.833564535,0.705810397,0.03921225,0.643424566,1
"('IMATINIB', 'JAK2')",0.438818565,0.21519797,0.411074706,0.155350369,0.002248409,0.000542719,0.000168,4.04E-05,0.818471338,0.1875,0.831149927,0.884231537,0.540203851,0.836415363,0.833564535,0.687518618,0.03921225,0.077937019,1
"('IMATINIB', 'NF1')",0.23305402,0.236581184,0.200619667,0.2091718,0,0,0.21,0.041136692,0.818471338,0.265625,0.855895197,0.901197605,0,0.843527738,0.833564535,0.668114054,0.03921225,0.026768416,1
"('ROMIDEPSIN', 'HDAC2')",0.164408042,0.111519747,0.133653794,0.098336806,0,0,6.40E-05,1.25E-05,0.732484076,0.296875,0.81077147,0.870259481,0,0.834992888,0.821139147,0.760336022,0.000385157,0.098563058,1
"('ROMIDEPSIN', 'ERBB2')",0.43067074,0.439794448,0.430162505,0.458084103,0,0,0.000608,0.000118727,0.732484076,1,0.877729258,0.916167665,0,0.834992888,0.821139147,0.773588067,0.000385157,0.630828145,1
"('VALPROIC ACID', 'SSDH')",0.701071081,0.226988223,0.518806253,0.008881152,0,0,0,0,0.101910828,0.078125,0.109170306,0.358283433,0,0,0.592262549,0.656147833,3.04E-05,0,1
"('VALPROIC ACID', 'HDAC2')",0.072647221,0.021805304,0.086506513,0.006167523,0,0,0,0,0.101910828,0.296875,0.320232897,0.641716567,0,0,0.592262549,0.760336022,3.04E-05,0.098563058,1
"('BELINOSTAT', 'HDAC2')",0.221068441,0.066461356,0.104901222,0.014846625,0,0,0,0,0.130573248,0.296875,0.499272198,0.651696607,0,0,0.552275259,0.760336022,0,0.098563058,1
"('PANOBINOSTAT', 'HDAC2')",0.257005674,0.16153555,0.210340398,0.105638282,0,0,0,0,0.824840764,0.296875,0.852983988,0.899201597,0,0,0.679328991,0.760336022,0.00025543,0.098563058,1
"('OXTRIPHYLLINE', 'HDAC2')",0.158451228,0.109118089,0.13753452,0.126304816,0,0,0,0,0.882165605,0.296875,0.879184862,0.917165669,0,0,0.687494328,0.760336022,6.84E-05,0.098563058,1
"('PAZOPANIB', 'FGFR1')",0.156118144,0.126206284,0.145597742,0.093638904,0.003387704,0.000817721,0.000774,0.000362234,0.570063694,0.421875,0.737991266,0.820359281,0.669309173,0.761024182,0.87937679,0.732582129,0.205373552,1,1
"('PAZOPANIB', 'MET')",0.395751492,0.199154502,0.400151042,0.163233826,0.016938518,0.004088605,0.003,0.001392892,0.570063694,0.484375,0.743813683,0.824351297,0.669309173,0.761024182,0.87937679,0.821352314,0.205373552,0.871972747,1
"('PAZOPANIB', 'HLAB')",0.707473556,0.493851945,0.656388114,0.307649677,0,0,0,0,0.570063694,0.359375,0.695778748,0.795409182,0,0,0.87937679,0.672494172,0.205373552,0.037607823,1
"('PAZOPANIB', 'NF1')",0.217845014,0.168502983,0.216370829,0.13354792,0,0,0.000645,0.000275923,0.570063694,0.265625,0.742358079,0.823353293,0,0.73541963,0.87937679,0.668114054,0.205373552,0.026768416,1
"('PAZOPANIB', 'HDAC2')",0.242483094,0.083040766,0.224973808,0.078641571,0,0,1.20E-05,2.34E-06,0.570063694,0.296875,0.736535662,0.819361277,0,0.715504979,0.87937679,0.760336022,0.205373552,0.098563058,1
"('PRAVASTATIN', 'LDLR')",0.337552742,0.222624695,0.336100871,0.23329754,0,0,0.17,0.085107596,0.525477707,0.296875,0.716157205,0.805389222,0,0.728307255,0.848895233,0.816268789,0.000542035,0.009221819,1
"('PRAVASTATIN', 'HDAC2')",0.158451228,0.082038517,0.139062681,0.069440101,0.317450418,0.083241312,0.010332,0.00304628,0.525477707,0.296875,0.716157205,0.805389222,0.771234428,0.728307255,0.848895233,0.760336022,0.000542035,0.098563058,1
"('PRAVASTATIN', 'RHOA')",0.337341772,0.055028039,0.340093646,0.019727529,0.030233373,0.012857885,0.000984,0.00019215,0.525477707,0.046875,0.490538574,0.650698603,0.757644394,0.507823613,0.848895233,0.728420387,0.000542035,0,1
"('PRAVASTATIN', 'APOB')",0.337552742,0.175483812,0.335776949,0.136532744,0.085365172,0.022940221,0.08,0.04033431,0.525477707,0.234375,0.710334789,0.801397206,0.771234428,0.722617354,0.848895233,0.761339272,0.000542035,0.661593098,1
"('OLAPARIB', 'MET')",0.561067396,0.281209706,0.478054,0.271344255,0.006127966,0.001479163,0.015444,0.007299356,0.859872611,0.484375,0.876273654,0.915169661,0.959229898,0.948790896,0.922016576,0.821352314,0.017253587,0.871972747,1
"('OLAPARIB', 'ATM')",0.492644543,0.171152367,0.414844637,0.173059583,0.031717134,0.007655854,0.16929,0.057562585,0.859872611,0.390625,0.871906841,0.912175649,0.437146093,0.944523471,0.922016576,0.670442992,0.017253587,0.231744574,1
"('OLAPARIB', 'NUBPL')",0,0,0,0,0.040063748,0.009670552,0,0,0.859872611,0.015625,0,0,0.437146093,0,0.922016576,0.649317767,0.017253587,0,1
"('OLAPARIB', 'HDAC2')",0.178108712,0.152747617,0.134556842,0.138540842,0,0,0.01584,0.003214802,0.859872611,0.296875,0.868995633,0.910179641,0,0.834992888,0.922016576,0.760336022,0.017253587,0.098563058,1
"('OLAPARIB', 'ERBB2')",0.670351221,0.588127875,0.548648823,0.589581718,0.004595974,0.001109372,0.06237,0.017738528,0.859872611,1,0.935953421,0.956087824,0.959229898,0.948790896,0.922016576,0.773588067,0.017253587,0.630828145,1
"('THEOPHYLLINE', 'HDAC2')",0.183012292,0.116802151,0.184239272,0.119788368,0,0,0.006336,0.001237258,0.77388535,0.296875,0.829694323,0.883233533,0,0.776671408,0.671899391,0.760336022,0.000108608,0.098563058,1
"('ATORVASTATIN', 'LDLR')",0.585633674,0.525109618,0.550956765,0.530930881,0.381757072,0.092148187,0.47,0.234650264,0.97133758,0.296875,0.91411936,0.941117764,0.91619479,0.897581792,0.95841237,0.816268789,0.025157936,0.009221819,1
"('ATORVASTATIN', 'TPA')",0.459838895,0.260472013,0.465124399,0.205140413,0,0,0,0,0.97133758,0.15625,0.901018923,0.932135729,0,0,0.95841237,0.675051184,0.025157936,0.000527516,1
"('ATORVASTATIN', 'HDAC2')",0.199638336,0.170657562,0.155802658,0.164926248,0.075771505,0.018289659,0.0356,0.009258739,0.97133758,0.296875,0.88937409,0.924151697,0.929784824,0.86344239,0.95841237,0.760336022,0.025157936,0.098563058,1
"('ATORVASTATIN', 'APOB')",0.526582278,0.27263371,0.465164683,0.292557853,0.004836479,0.001167425,0.04,0.020103691,0.97133758,0.234375,0.88937409,0.924151697,0.929784824,0.897581792,0.95841237,0.761339272,0.025157936,0.661593098,1
"('ATORVASTATIN', 'SCAP')",0.358916841,0.058547418,0.343489757,0.043318577,0.017157621,0.004141491,0.0012,0.000234329,0.97133758,0.046875,0.694323144,0.790419162,0.91619479,0.706970128,0.95841237,0.767414796,0.025157936,0,1
